Text;Sentiment;Kesesuaian
gw termasuk yg pro logic ajalah apa ada asuransi kesehatan yg mau cover klo preminya serendah ini klo ada biar dia aj provider buat gantiin bpjs klo ga dinaikin bakalan bubar itu bpjs klo bpjs bubar mudaratnya lbh banyak lebih baik kita mendukung demi kebaikan kita;Positif;
betul sekali walau nilainya tidak besar setidaknya kita bisa bantu misi negara untuk membantu orang miskin dalam akses mendapatkan pelayanan kesehatan tarif bpjs sekarang termurah di dunia kalau kita tidak bantu negara bisa jebol apbn;Positif;
kemarin pemerintahan jokowi maruf ini baru lagi menaikan iuran bpjs kesehatan ditengah pandemi covid membuat pandangan saya ke pemerintahan ini lebih bangga karena mereka bekerja dalam kepentingan rakyat kebanyakan;Positif;
wah kalau ini seperti yang ada di jakarta maka kita patut bergembira saya sudah merasakan kenyamanannya di jakarta saya pernah sekali datang bisa urus passport bpjs ketenagakerjaan dan bpjs kesehatan dalam satu tempat semoga segera terwujud dan hadir di masyarakat badung;Positif;
bersyukurlah ketika diberikan kesehatan yang baik sudah dua kali terbantu krn keberadaan bpjs ini merasa ditolong oleh para pembayar bpjs saat ini membayar bpjs dg ikhlas smg bisa membantu orang lain yg juga membutuhkan smg pengelolaan bpjs semakin baik shg lebih banyak manfaatnya;Positif;
ya gimana kalau udh punya rumah tetep dipaksa bayar kan sama kaya kantor gue udh kerjasama sama asuransi kesehatan third party tetep aja diwajibkan ikut bpjs cost nya sayang tapi gue sangat menikmati pelayanannya;Positif;
semangat jaga kesehatan ya tweps karena kesehatan sangat berharga dan mahal harganya tetapi kalau menjadi peserta bpjs setidaknya cukup tenang ya tweps ;Positif;
artinya dengan bpjs kesehatan semua masyarakat bisa menikmati perlindungan jaminan kesehatan dengan biaya terjangkau kan prinsip bpjs ialah dengan gotong royong maka semua tertolong;Positif;
bpjs kesehatan tetap mengutamakan kebaikan bersama karena salah satu prinsip yang digunakan adalah gotong royong ;Positif;
prinsip bpjs kesehatan yaitu gotong royong membuat semua elemen yang terlibat harus bisa menutup pengeluaran secara bersama sama iuran bpjs;Positif;
sebab kepesertaan bpjs kesehatan itu bersifat wajib meskipun kita sudah memiliki jaminan kesehatan lain dalam bentuk asuransi jadi dobel gitu deh gak papa kan tujuan bpjs kesehatan tuh dg gotong royong semua tertolong iuran bpjs;Positif;
gotong royong iuran bpjs dalam bpjs kesehatan tidak hanya antar kelas melainkan juga lintas elemen asn tni polri pekerja penerima upah dan swasta juga ambil bagian dalam bahu membahu ini;Positif;
bpjs harus dipandang sbg solusi jangka panjang bagi ketersediaan layanan kesehatan yg mandiri dan sustainable dgn prinsip gotong royong sdh sepatutnya diadakan cuma masalah nya msh banyak masyarakat yg kalo untuk beli rokok n pulsa biasa saja tp kalo iuran bpjs suka ngomel;Positif;
disini support bpjs kesehatan tetap memberikan pelayanan dan kepuasan masyarakat bersama-sama dengan gotong royong semua tertolong ;Positif;
subsidi pemerintah untuk kls tiga mandiri ini adalah sebagi bentuk gotong royong yg diterapkan bpjs kesehatan sehingga semua elemen yg terlibat harus bisa menutup pengeluaran bersama sama iuran bpjs;Positif;
semoga dari kegotong royongan ini bisa menjaga kualitas dan kesinambungan program jaminan kesehatan masyarakat dalam ini bpjs yang sedang berjalan iuran bpjs;Positif;
akhir dari pembahasan bpjs kesehatan ini semoga ini yang terbaik buat kita semua yuk kita saling menolong bergotong royong bersama peserta bpjs iuran bpjs;Positif;
bpjs kesehatan selalu mengutamakan kebaikan bersama karena itu adalah salah satu prinsip yang digunakan gotong royong iuran bpjs;Positif;
prinsip yang dianut bpjs kesehatan adalah gotong royong jadi yang mampu menolong yang tidak mampu dan begitu sebaliknya secara berkesinambungan tak selamanya yang tidak mampu akan berada di keadaan tersebut bukan iuran bpjs;Positif;
prinsip bpjs kesehatan gotong royong semua tertolong ini dengan adanya kenaikan iuran kita bisa menolong dan meningkatkan faslititas bpjs kesehatan iuran bpjs;Positif;
gue belain bpjs sebagai jaring pengaman sosial bidang kesehatan yang harus tetap ada;Positif;
yg ga sanggup bayar bpjs ga usah ikut bpjs pola hidup sehat dan banyak berdoa pada allah swt senantiasa selalu diberi kesehatan biar ga kluar uang buat berobat dari pada mengelu trs di medsos klo ga sanggup ya berenti gitu aja kok repot;Positif;negatif
nambahin tips ya masalah nego gaji make sure yg tanggung beban siapa pph bpjs tapera ini sering miss pas nego eh giliran gajian dipotong macem jangan cuma terpatok angka inget yg namanya benefit itu bisa jd jarak kantor deket hari kerja jaminan kesehatan dll;Positif;negatif
lalu nantinya jg peserta bpjs kesehatan jkn kis yg menunggak akan dapat kelonggaran pelunasan hingga tahun depan loh tenang yaaa jadi tahun ini status kepesertaan tetap aktif tapi jangan sampai akhirnya gak mau bayar kan prinsipnya dg gotong royong semua tertolong;Positif;
tapi saya sadar kalau prinsip bpjs kesehatan kan dengan gotong royong semua tertolong ini tuh salah satu bentuk sumbangsih kita pada negeri ini bisa tolong mereka yg butuh bantuan dana perawatan kesehatan bersyukur kita gak pakai lagian siapa yg mau sakit kan;Positif;
bpjs itu sangat membantu masyarakat karena ada azas gotong royong sebaiknya kita tak perlu jd panik berlebihan krn ada banyak cara salah satunya jaga kesehatan;Positif;
pokoknya kita pahami ajah prinsip iuran bpjs ini bukan bermaksud menyusahkan kita kok bagi kalian yg masih doyan boba coba anggaran boba buat bayar bpjs kesehatan pasti masih ada sisa apalagi kalian yg mampu yuk gotong royong tolong menolong sesama dg rajin bayar iuran;Positif;
prinsip bpjs dengan gotong royong semua tertolong apalagi dalam masa pandemi seperti ini banyak yg membutuhkan bantuan kesehatan iuran bpjs;Positif;
saya sepakat pemikiran anda saya peserta bpjs kelas satu alhamdulillah masih dikasih kesehatan jd biar yg lain yg butuh yg manfaatkan senang bisa bergotong royong membantu yang membutuhkan;Positif;
guys tentunya skrg kita paham bahwa bpjs adalah asuransi kesehatan bukan jaminan kesehatan dari pemerintah kepada rakyatnya bpjs menggunakan istilah gotong royong tolong menolong namun tetap pada intinya rakyat harus membayar premi tiap bulan;Positif;
new normal kita harus menggunakan masker jaga jarak dan selalu cuci tangan ya bersama bpjs kesehatan bersama gotong royong;Positif;
bpjs kesehatan tidak ada pencairan dana bpjs kesehatan sifatnya gotong royong iuran yang sudah dibayarkan dimanfaatkan oleh peserta lain yang menggunakan begitu juga sebaliknya jika ibu membutuhkan manfaat pelayanan;Positif;
kata presiden indonesia pertama bp ir soekarno pondasi bangsa ini kekuatan nya adlah gotong royong inilah nilai hakiki yg menjiwai hati sanubari berdiri nya republik ini bpjs adlah kegotong royongan utk kemanusiaan kesehatan yg lebih baik lanjut;Positif;
iya pak memang sejak awal bpjs kesehatan adalah program gotong royong yg kekurangannya ditanggung apbn;Positif;
bpjs kalau gotong royong bikin aja rekening gotong royong di seluruh bank setiap tanzania di atas sepuluh juta nyambung untuk bpjs makan restaurant ada dana bpjs di struck pembayaran dana pasti terkumpul untuk kesehatan rakyat miskin dgn facilitates semua kelas satu karena rakyat;Positif;
meskipun psbb sudah akan segera selesai bukan berarti kita bisa nongkrong seenaknya kita harus tetap disiplin menjaga kesehatan dengan gotong royong semua tertolong;Positif;
temen temen kenaikan bpjs untuk keberlanjutan layanan bpjs intinya dengan gotong royong semua tertolong;Positif;
kenaikan iuran bpjs untuk keberlanjutan bersama dengan gotong royong semua tertolong;Positif;
yang jelas masyarakatnya kurang sadar dlm membayar iuran jgn hanya karena jarang sakit lalu gak bayar iuran padahal bpjs kesehatan itu sifatnya gotong royong yang sehat membatu yang sakit gitu om mardani ali sera jgn hanya bisa nyalahin pemerintah;Positif;
new normal bareng babeh jek dan bedul dengan menerapkan kedisiplinan menggunakan masker jaga jarak cuci tangan dan selalu bawa hand sanitizer yaa dengan gotong royong semua tertolong seperti bpjs kesehatan yang memberikan pelayanan terbaiknya bagi masyarakat;Positif;
yuk saling jaga jarak jika berada di tempat umum dengan gotong royong semua tertolong jangan lupa pakai masker dan cuci tangan dengan sabun dan air yang mengalir;Positif;
meskipun kita menerapkan new normal kita tetap harus menjaga jarak aman dan selalu cuci tangan agar selalu terlindungi jangan lupa pakai masker dengan gotong royong semua tertolong dan semoga semua kembali normal ;Positif;
salah satu prinsip dari bpjs kesehatan adlh gotong royong allhamdulillah lewat bpjs kesehatan kis adik sy selmt setlh operasi tumor otak dgn dua kali operasi kepala terima kasih tuk negara dan pembayar bpjs semuanya di seluruh indonesia smoga sellu sehat dan damai indonesia ku;Positif;
sekarang udah new normal kita tetap harus menaati protokolnya dengan selalu pakai masker jaga jarak juga agar selalu aman dan kalo habis darimana harus cuci tangan tangan yang bersih dengan gotong royong semua tertolong;Positif;
gerombolan sumbu pendek mental gratisan dungu gak paham ttg kesehatan negara gotong royong itu kunci nya klo ga mampu bayar bs dibantu pemerintah gerombolan sumbu pndek ga bakal nyampe kearah sana taunya bpjs naik teriak;Positif;
prinsip bpjs kesehatan adalah gotong royong yang mampu menolong yang tidak mampu namun negara tetap bantu membayar iuran jkn jutaan plus perpres baru akan mensubsidi ;Positif;
dgn kata lain bpjs bisa dibuat seprti udunan atw gotong royong nah yg sedang bangun ego malah mkr kls satu dan dua tpi sebenarnya mrk masih mmpu untuk biaya kamar rumah sakit vip sedangkan kls tiga ttp miris keadaanya makanya dgn cara ini bisa menghindari praktek busuk dlm kesehatan;Positif;
adapun dia menilai skema iuran bpjs kesehatan terbaru menurut peraturan presiden ada pengelompokan yang lebih baik skema iuran yang lebih baik dan yang jelas perbaikan kepesertaan dan watak gotong royong agar lebih adil;Positif;
direksi bpjs memaparkan keterangannya dalam sebuah video dimana bpjs berlandaskan sistem gotong royong untuk bisa membantu yang lainnya agar bisa menikmati layanan kesehatan;Positif;
apakah ukuran utama bhw pemimpin tdk peduli terhadap rakyatnya adalah hanya krn kebijakan menaikan iuran bpjs yg nota bene demi terlayaninya layanan kesehatan secara merata dgn sistim gotong royong;Positif;
betul banget konsepnya memang gotong royong makanya diwajibkan semua warga negara indonesia memiliki bpjs kesehatan tmsk mewajibkan setiap pengusaha untuk mengikut kan karyawannya di bpjs kesehatan biasanya selain bpjs kesehatan pengusaha juga punya asuransi kesehatan lainnya;Positif;
bpjs kesehatan naik lagi tapi pelayanan buat pengguna bpjs masih buruk periksa di puskesmas cuma ditanya keluhan terus dikasih obat paracetamol sama vitamin semua dilakukan dengan konstruksi dasar gotong royong ;Positif;negatif
jutaan jiwa dibiayai pemerintah dengan system gotong royong maka semua dimudahkan sekali ;Positif;
prinsip bpjs kesehatan itu gotong royong bukan bumn bukan swasta iuran harusnya ada kesepakatan bersama dengan seluruh stakeholder termasuk peserta;Positif;netral
masyarakat ramai ramai menolak keras kenaikan iuran bpjs kesehatan apa kata mereka coba lmbaga polling ke rs tanyakan ke mrk setuju or tdk paparkan hasil pollingnya ke media bpjs utk yg org sakit yg shat jaga keshatan dan bantu yg sakit gotong royong ;Positif;netral
adanya program bpjs kan memang keuangan negara yang tidak bisa mengcover semua kebutuhan kesehatan warganya makanya di bikin system gotong royong kayak bpjs ini pembenaran gue dimana yah gaji ajah tiap tahun naik ada inflasi masak iuran bpjs mau gak naik terus;Positif;
disinilah peran bpjs kesehatan saya rasakan sangat penting jadi meski ada peraturan baru perpres 2020 yg menetapkan iuran bpjs naik saya tetap dukung dan patuh akan aturan tersebut;Positif;
gini penjelasannya peserta kelas tiga pbpu dan bp hanya membayar iuran bpjs dua puluh lima ribu per orang per bulan di tahun ini alias ga naik kelas tiga tetap soal bpjs kesehatan;Positif;
pasti banyak yang bilang bpjs kesehatan php pemerintah php pemerintah tidak memikirkan rakyat kecil no no no pada kenyataannya pemerintah dan bpjs peduli kok ;Positif;
dukungan bpjs kesehatan selama masa pandemi adalah memberikan kelonggaran status kepesertaan tetap aktif di masa pandemi tunggakan dapat dibayarkan sekaligus sebanyak enam bulan kalau ada sisa uang beli takjil mending buat bayar iuran bpjs dulu ya gaes biar engga berat nantinya;Positif;
jangan dong pak bpjs kesehatan banyak membantu keluarga saya sudah merasakan manfaat bpjs kesehatan pengobatan ibu mertua yg kena stroke udah empat tahun gratis rawat jalan fisiotherapy rawat inap operasi obat cek darah semua gratis cuma bayar iuran kls satu sj;Positif;
yg naik itu iuran bpjs kesehatan kelas satu dan dua kelas tiga tidak naik dan yang gratis tetap gratis artinya yg teriak iuran bpjs naik menyulitkan orang miskin adalah orang mampu yang tidak mau berbagi dengan orang miskin tapi berlindung dibalik orang miskin;Positif;
ketahuilah guys bpjs benar benar harus menaikkan iuran demi bisa berjalan dengan maksimal dan berbagai pelayanan kesehatan juga aman kita tau kan kalo bpjs udah defisit parah dua tahun belakangan ini iuranbpjs;Positif;
gaes kenapa jaminan kesehatan tuh penting banget emang kalo belom sakit sih ngga berasa manfaatnya tapi kalo udah sakit bakal berasa banget loh lagi sakit disuruh bayar sekian puluh juta yang ada makin sakit kan makanya penting banget punya bpjs;Positif;
saya sendiri rawat inap semalama tujuh hari enam malam gara sakit lambung dan vertigo akut dan rawat jalan obatan semua gratis kami ikut bpjs kesehatan kelas satu dan hanya bayar iuran satu kali setiap bulan tapi kami merasakan manfaat yang sangat besar;Positif;
masya allah semoga ya pemerintah terus dimampukan tuk membantu rakyat kecil khususnya dalam pelayanan kesehatan iuran bpjs tuk kelas tiga tetap krn disubsidi ;Positif;
dengan prinsip gotong royong semua tertolong maka semua lapisan masyarakat bisa mendapatkan pelayanan kesehatan dari bpjs iuran bpjs;Positif;
tapi gak menyulitkan kok bahkan untuk pekerja penerima upah ppu pendaftarannya itu dilakukan secara kolektif melalui perusahaan ke kantor bpjs kesehatan terdekat gak perlu urus sendiri tinggal beri berkas ke hrd tau tau kartu peserta dah jadi iuran bpjs;Positif;
kenaikan iuran itu jelas untuk keberlangsungan bpjs kesehatan iuran bpjs;Positif;
awalnya sih kaget yah tapi menurutku sih gpp kalau biaa meningkatkan fasilitas bpjs kesehatan ;Positif;
konsul langsung ke kantor bpjs kesehatan ajah ya dilayani dg baik kok jangan lupa pakai masker nanti dites suhu juga tapi tergantung kantor bpjs kesehatan mana sih ada beberapa yg tutup sementara soalnya;Positif;
sudah banyak yang terbantu dengan manfaat kesehatan oleh bpjs iuran bpjs kecil karena asuransi itu menyisihkan kecil untuk mengantisipasi risiko besar;Positif;
moga apa yg menjadi keputusan pemerintah menaikkan iuran bpjs bisa memberikan manfaat bagi semuanya dan kita semua senantiasa diberikan kesehatan aamiin yra ;Positif;
alhamdulillah sejauh ini bpjs kesehatan tetap menjadi asuransi yg memberikan pelayanan terbaik untuk keluarga saya ;Positif;
bagi teman yg tdk mengalami kesulitan ekonomi pliss jgn telat bayar iuran bpjs kesehatannya ya agar kita bisa saling support untuk mndukung kelancaran bpjs kesehatan;Positif;
secara ga langsung bpjs itu salah satu ladang amal buat bantu yang lebih lemah;Positif;
iuran bpjs yang dikumpulkan belum sepenuhnya mencukupi pembiayaan program sehingga diambil penyesuaian besaran tarif iuran bpjs kesehatan namun pasti akan lebih meningkat kualitasnya;Positif;
kenaikan iuran bpjs kesehatan diharapkan dapat memperbaiki layanan kesehatan idi menilai sulit dilakukan bila bayaran ke fasilitas kesehatan masih sama saja;Positif;
harusnya ada beberapa lembaga jaminan kesehatan yang sesuai tingkat ekonomi di masyarakat nya sehingga bpjs bisa dikhususkan buat menengah kebawah sehingga tidak semua rumah sakit menjadi rumah sakit rujukan sehingga single tarif akan jauh lebih masuk akal hehe;Positif;
kenaikan iuran bpjs tidak memberatkan untuk peserta karena pemerintah juga sigap dan hadir dalam memberikan subsidi;Positif;
