,STOP_REMOVAL,STEMMING,Text_Token,Sentiment
1271,iya pa pa iuran bpjs kesehatan krn mmg harga kesehatan orang konsumtif beli barang online dibeli nmn harga kesehatan wabah covid menata ulang prioritas dlm hidup konsumtif tetaplah bijaksana,iya pa pa iur bpjs sehat krn mmg harga sehat orang konsumtif beli barang online beli nmn harga sehat wabah covid tata ulang prioritas dlm hidup konsumtif tetap bijaksana,"['iya', 'pa', 'pa', 'iur', 'bpjs', 'sehat', 'krn', 'mmg', 'harga', 'sehat', 'orang', 'konsumtif', 'beli', 'barang', 'online', 'beli', 'nmn', 'harga', 'sehat', 'wabah', 'covid', 'tata', 'ulang', 'prioritas', 'dlm', 'hidup', 'konsumtif', 'tetap', 'bijaksana']",Positif
1272,pro logic ajalah asuransi kesehatan cover klo preminya serendah klo biar aj provider gantiin bpjs klo dinaikin bubar bpjs klo bpjs bubar mudaratnya lbh mendukung kebaikan,pro logic aja asuransi sehat cover klo premi serendah klo biar aj provider gantiin bpjs klo dinaikin bubar bpjs klo bpjs bubar mudarat lbh dukung baik,"['pro', 'logic', 'aja', 'asuransi', 'sehat', 'cover', 'klo', 'premi', 'serendah', 'klo', 'biar', 'aj', 'provider', 'gantiin', 'bpjs', 'klo', 'dinaikin', 'bubar', 'bpjs', 'klo', 'bpjs', 'bubar', 'mudarat', 'lbh', 'dukung', 'baik']",Positif
1273,nilainya bantu misi negara membantu orang miskin akses pelayanan kesehatan tarif bpjs termurah dunia bantu negara jebol apbn,nilai bantu misi negara bantu orang miskin akses layan sehat tarif bpjs murah dunia bantu negara jebol apbn,"['nilai', 'bantu', 'misi', 'negara', 'bantu', 'orang', 'miskin', 'akses', 'layan', 'sehat', 'tarif', 'bpjs', 'murah', 'dunia', 'bantu', 'negara', 'jebol', 'apbn']",Positif
1274,kemarin pemerintahan jokowi maruf menaikan iuran bpjs kesehatan ditengah pandemi covid pandangan pemerintahan bangga kepentingan rakyat kebanyakan,kemarin perintah jokowi maruf naik iur bpjs sehat tengah pandemi covid pandang perintah bangga penting rakyat banyak,"['kemarin', 'perintah', 'jokowi', 'maruf', 'naik', 'iur', 'bpjs', 'sehat', 'tengah', 'pandemi', 'covid', 'pandang', 'perintah', 'bangga', 'penting', 'rakyat', 'banyak']",Positif
1275,jakarta patut bergembira merasakan kenyamanannya jakarta urus passport bpjs ketenagakerjaan bpjs kesehatan semoga terwujud hadir masyarakat badung,jakarta patut gembira rasa nyaman jakarta urus passport bpjs ketenagakerjaan bpjs sehat moga wujud hadir masyarakat badung,"['jakarta', 'patut', 'gembira', 'rasa', 'nyaman', 'jakarta', 'urus', 'passport', 'bpjs', 'ketenagakerjaan', 'bpjs', 'sehat', 'moga', 'wujud', 'hadir', 'masyarakat', 'badung']",Positif
1276,bersyukurlah kesehatan kali terbantu krn keberadaan bpjs ditolong pembayar bpjs membayar bpjs ikhlas smg membantu orang membutuhkan smg pengelolaan bpjs shg manfaatnya,syukur sehat kali bantu krn ada bpjs tolong bayar bpjs bayar bpjs ikhlas smg bantu orang butuh smg kelola bpjs shg manfaat,"['syukur', 'sehat', 'kali', 'bantu', 'krn', 'ada', 'bpjs', 'tolong', 'bayar', 'bpjs', 'bayar', 'bpjs', 'ikhlas', 'smg', 'bantu', 'orang', 'butuh', 'smg', 'kelola', 'bpjs', 'shg', 'manfaat']",Positif
1277,gimana udh rumah tetep dipaksa bayar kaya kantor udh kerjasama asuransi kesehatan third party tetep diwajibkan bpjs cost sayang menikmati pelayanannya,gimana udh rumah tetep paksa bayar kaya kantor udh kerjasama asuransi sehat third party tetep wajib bpjs cost sayang nikmat layan,"['gimana', 'udh', 'rumah', 'tetep', 'paksa', 'bayar', 'kaya', 'kantor', 'udh', 'kerjasama', 'asuransi', 'sehat', 'third', 'party', 'tetep', 'wajib', 'bpjs', 'cost', 'sayang', 'nikmat', 'layan']",Positif
1278,semangat jaga kesehatan kesehatan berharga mahal harganya peserta bpjs tenang ,semangat jaga sehat sehat harga mahal harga serta bpjs tenang,"['semangat', 'jaga', 'sehat', 'sehat', 'harga', 'mahal', 'harga', 'serta', 'bpjs', 'tenang']",Positif
1279,bpjs kesehatan masyarakat menikmati perlindungan jaminan kesehatan biaya terjangkau prinsip bpjs gotong royong tertolong,bpjs sehat masyarakat nikmat lindung jamin sehat biaya jangkau prinsip bpjs gotong royong tolong,"['bpjs', 'sehat', 'masyarakat', 'nikmat', 'lindung', 'jamin', 'sehat', 'biaya', 'jangkau', 'prinsip', 'bpjs', 'gotong', 'royong', 'tolong']",Positif
1280,bpjs kesehatan mengutamakan kebaikan salah prinsip gotong royong ,bpjs sehat utama baik salah prinsip gotong royong,"['bpjs', 'sehat', 'utama', 'baik', 'salah', 'prinsip', 'gotong', 'royong']",Positif
1281,prinsip bpjs kesehatan gotong royong elemen terlibat menutup pengeluaran iuran bpjs,prinsip bpjs sehat gotong royong elemen libat tutup keluar iur bpjs,"['prinsip', 'bpjs', 'sehat', 'gotong', 'royong', 'elemen', 'libat', 'tutup', 'keluar', 'iur', 'bpjs']",Positif
1282,kepesertaan bpjs kesehatan bersifat wajib memiliki jaminan kesehatan bentuk asuransi dobel gitu deh papa tujuan bpjs kesehatan gotong royong tertolong iuran bpjs,serta bpjs sehat sifat wajib milik jamin sehat bentuk asuransi dobel gitu deh papa tuju bpjs sehat gotong royong tolong iur bpjs,"['serta', 'bpjs', 'sehat', 'sifat', 'wajib', 'milik', 'jamin', 'sehat', 'bentuk', 'asuransi', 'dobel', 'gitu', 'deh', 'papa', 'tuju', 'bpjs', 'sehat', 'gotong', 'royong', 'tolong', 'iur', 'bpjs']",Positif
1283,gotong royong iuran bpjs bpjs kesehatan kelas lintas elemen asn tni polri pekerja penerima upah swasta ambil bahu membahu,gotong royong iur bpjs bpjs sehat kelas lintas elemen asn tni polri kerja terima upah swasta ambil bahu bahu,"['gotong', 'royong', 'iur', 'bpjs', 'bpjs', 'sehat', 'kelas', 'lintas', 'elemen', 'asn', 'tni', 'polri', 'kerja', 'terima', 'upah', 'swasta', 'ambil', 'bahu', 'bahu']",Positif
1284,bpjs dipandang sbg solusi jangka ketersediaan layanan kesehatan mandiri sustainable prinsip gotong royong sdh sepatutnya diadakan msh masyarakat beli rokok n pulsa iuran bpjs suka ngomel,bpjs pandang sbg solusi jangka sedia layan sehat mandiri sustainable prinsip gotong royong sdh patut ada msh masyarakat beli rokok n pulsa iur bpjs suka ngomel,"['bpjs', 'pandang', 'sbg', 'solusi', 'jangka', 'sedia', 'layan', 'sehat', 'mandiri', 'sustainable', 'prinsip', 'gotong', 'royong', 'sdh', 'patut', 'ada', 'msh', 'masyarakat', 'beli', 'rokok', 'n', 'pulsa', 'iur', 'bpjs', 'suka', 'ngomel']",Positif
1285,support bpjs kesehatan pelayanan kepuasan masyarakat gotong royong tertolong ,support bpjs sehat layan puas masyarakat gotong royong tolong,"['support', 'bpjs', 'sehat', 'layan', 'puas', 'masyarakat', 'gotong', 'royong', 'tolong']",Positif
1286,subsidi pemerintah kls mandiri sebagi bentuk gotong royong diterapkan bpjs kesehatan elemen terlibat menutup pengeluaran iuran bpjs,subsidi perintah kls mandiri bagi bentuk gotong royong terap bpjs sehat elemen libat tutup keluar iur bpjs,"['subsidi', 'perintah', 'kls', 'mandiri', 'bagi', 'bentuk', 'gotong', 'royong', 'terap', 'bpjs', 'sehat', 'elemen', 'libat', 'tutup', 'keluar', 'iur', 'bpjs']",Positif
1287,semoga kegotong royongan menjaga kualitas kesinambungan program jaminan kesehatan masyarakat bpjs berjalan iuran bpjs,moga gotong royong jaga kualitas sinambung program jamin sehat masyarakat bpjs jalan iur bpjs,"['moga', 'gotong', 'royong', 'jaga', 'kualitas', 'sinambung', 'program', 'jamin', 'sehat', 'masyarakat', 'bpjs', 'jalan', 'iur', 'bpjs']",Positif
1288,pembahasan bpjs kesehatan semoga terbaik yuk menolong bergotong royong peserta bpjs iuran bpjs,bahas bpjs sehat moga baik yuk tolong gotong royong serta bpjs iur bpjs,"['bahas', 'bpjs', 'sehat', 'moga', 'baik', 'yuk', 'tolong', 'gotong', 'royong', 'serta', 'bpjs', 'iur', 'bpjs']",Positif
1289,bpjs kesehatan mengutamakan kebaikan salah prinsip gotong royong iuran bpjs,bpjs sehat utama baik salah prinsip gotong royong iur bpjs,"['bpjs', 'sehat', 'utama', 'baik', 'salah', 'prinsip', 'gotong', 'royong', 'iur', 'bpjs']",Positif
1290,prinsip dianut bpjs kesehatan gotong royong menolong berkesinambungan iuran bpjs,prinsip anut bpjs sehat gotong royong tolong sambung iur bpjs,"['prinsip', 'anut', 'bpjs', 'sehat', 'gotong', 'royong', 'tolong', 'sambung', 'iur', 'bpjs']",Positif
1291,prinsip bpjs kesehatan gotong royong tertolong kenaikan iuran menolong meningkatkan faslititas bpjs kesehatan iuran bpjs,prinsip bpjs sehat gotong royong tolong naik iur tolong tingkat faslititas bpjs sehat iur bpjs,"['prinsip', 'bpjs', 'sehat', 'gotong', 'royong', 'tolong', 'naik', 'iur', 'tolong', 'tingkat', 'faslititas', 'bpjs', 'sehat', 'iur', 'bpjs']",Positif
1292,belain bpjs jaring pengaman sosial bidang kesehatan,bain bpjs jaring kam sosial bidang sehat,"['bain', 'bpjs', 'jaring', 'kam', 'sosial', 'bidang', 'sehat']",Positif
1293,sanggup bayar bpjs bpjs pola hidup sehat berdoa allah swt senantiasa kesehatan biar kluar uang berobat mengelu trs medsos klo sanggup berenti gitu repot,sanggup bayar bpjs bpjs pola hidup sehat doa allah swt senantiasa sehat biar kluar uang obat elu trs medsos klo sanggup renti gitu repot,"['sanggup', 'bayar', 'bpjs', 'bpjs', 'pola', 'hidup', 'sehat', 'doa', 'allah', 'swt', 'senantiasa', 'sehat', 'biar', 'kluar', 'uang', 'obat', 'elu', 'trs', 'medsos', 'klo', 'sanggup', 'renti', 'gitu', 'repot']",Positif
1294,nambahin tips nego gaji make sure tanggung beban pph bpjs tapera miss pas nego eh giliran gajian dipotong macem terpatok angka inget namanya benefit jd jarak kantor deket kerja jaminan kesehatan,nambahin tips nego gaji make sure tanggung beban pph bpjs tapera miss pas nego eh gilir gaji potong macem patok angka inget nama benefit jd jarak kantor deket kerja jamin sehat,"['nambahin', 'tips', 'nego', 'gaji', 'make', 'sure', 'tanggung', 'beban', 'pph', 'bpjs', 'tapera', 'miss', 'pas', 'nego', 'eh', 'gilir', 'gaji', 'potong', 'macem', 'patok', 'angka', 'inget', 'nama', 'benefit', 'jd', 'jarak', 'kantor', 'deket', 'kerja', 'jamin', 'sehat']",Positif
1295,jg peserta bpjs kesehatan jkn kis menunggak kelonggaran pelunasan loh tenang yaaa status kepesertaan aktif bayar prinsipnya gotong royong tertolong,jg serta bpjs sehat jkn kis tunggak longgar lunas loh tenang yaaa status serta aktif bayar prinsip gotong royong tolong,"['jg', 'serta', 'bpjs', 'sehat', 'jkn', 'kis', 'tunggak', 'longgar', 'lunas', 'loh', 'tenang', 'yaaa', 'status', 'serta', 'aktif', 'bayar', 'prinsip', 'gotong', 'royong', 'tolong']",Positif
1296,sadar prinsip bpjs kesehatan gotong royong tertolong salah bentuk sumbangsih negeri tolong butuh bantuan dana perawatan kesehatan bersyukur pakai sakit,sadar prinsip bpjs sehat gotong royong tolong salah bentuk sumbangsih negeri tolong butuh bantu dana awat sehat syukur pakai sakit,"['sadar', 'prinsip', 'bpjs', 'sehat', 'gotong', 'royong', 'tolong', 'salah', 'bentuk', 'sumbangsih', 'negeri', 'tolong', 'butuh', 'bantu', 'dana', 'awat', 'sehat', 'syukur', 'pakai', 'sakit']",Positif
1297,bpjs membantu masyarakat azas gotong royong jd panik krn salah satunya jaga kesehatan,bpjs bantu masyarakat azas gotong royong jd panik krn salah satu jaga sehat,"['bpjs', 'bantu', 'masyarakat', 'azas', 'gotong', 'royong', 'jd', 'panik', 'krn', 'salah', 'satu', 'jaga', 'sehat']",Positif
1298,pokoknya pahami ajah prinsip iuran bpjs menyusahkan doyan boba coba anggaran boba bayar bpjs kesehatan sisa yuk gotong royong tolong menolong rajin bayar iuran,pokok paham ajah prinsip iur bpjs susah doyan boba coba anggar boba bayar bpjs sehat sisa yuk gotong royong tolong tolong rajin bayar iur,"['pokok', 'paham', 'ajah', 'prinsip', 'iur', 'bpjs', 'susah', 'doyan', 'boba', 'coba', 'anggar', 'boba', 'bayar', 'bpjs', 'sehat', 'sisa', 'yuk', 'gotong', 'royong', 'tolong', 'tolong', 'rajin', 'bayar', 'iur']",Positif
1299,prinsip bpjs gotong royong tertolong pandemi membutuhkan bantuan kesehatan iuran bpjs,prinsip bpjs gotong royong tolong pandemi butuh bantu sehat iur bpjs,"['prinsip', 'bpjs', 'gotong', 'royong', 'tolong', 'pandemi', 'butuh', 'bantu', 'sehat', 'iur', 'bpjs']",Positif
1300,sepakat pemikiran peserta bpjs kelas alhamdulillah dikasih kesehatan jd biar butuh manfaatkan senang bergotong royong membantu membutuhkan,sepakat pikir serta bpjs kelas alhamdulillah kasih sehat jd biar butuh manfaat senang gotong royong bantu butuh,"['sepakat', 'pikir', 'serta', 'bpjs', 'kelas', 'alhamdulillah', 'kasih', 'sehat', 'jd', 'biar', 'butuh', 'manfaat', 'senang', 'gotong', 'royong', 'bantu', 'butuh']",Positif
1301,guys skrg paham bpjs asuransi kesehatan jaminan kesehatan pemerintah rakyatnya bpjs istilah gotong royong tolong menolong intinya rakyat membayar premi,guys skrg paham bpjs asuransi sehat jamin sehat perintah rakyat bpjs istilah gotong royong tolong tolong inti rakyat bayar premi,"['guys', 'skrg', 'paham', 'bpjs', 'asuransi', 'sehat', 'jamin', 'sehat', 'perintah', 'rakyat', 'bpjs', 'istilah', 'gotong', 'royong', 'tolong', 'tolong', 'inti', 'rakyat', 'bayar', 'premi']",Positif
1302,new normal masker jaga jarak cuci tangan bpjs kesehatan gotong royong,new normal masker jaga jarak cuci tangan bpjs sehat gotong royong,"['new', 'normal', 'masker', 'jaga', 'jarak', 'cuci', 'tangan', 'bpjs', 'sehat', 'gotong', 'royong']",Positif
1303,bpjs kesehatan pencairan dana bpjs kesehatan sifatnya gotong royong iuran dibayarkan dimanfaatkan peserta membutuhkan manfaat pelayanan,bpjs sehat cair dana bpjs sehat sifat gotong royong iur bayar manfaat serta butuh manfaat layan,"['bpjs', 'sehat', 'cair', 'dana', 'bpjs', 'sehat', 'sifat', 'gotong', 'royong', 'iur', 'bayar', 'manfaat', 'serta', 'butuh', 'manfaat', 'layan']",Positif
1304,presiden indonesia bp ir soekarno pondasi bangsa kekuatan adlah gotong royong nilai hakiki menjiwai hati sanubari berdiri republik bpjs adlah kegotong royongan kemanusiaan kesehatan,presiden indonesia bp ir soekarno pondasi bangsa kuat adlah gotong royong nilai hakiki jiwa hati sanubari diri republik bpjs adlah gotong royong manusia sehat,"['presiden', 'indonesia', 'bp', 'ir', 'soekarno', 'pondasi', 'bangsa', 'kuat', 'adlah', 'gotong', 'royong', 'nilai', 'hakiki', 'jiwa', 'hati', 'sanubari', 'diri', 'republik', 'bpjs', 'adlah', 'gotong', 'royong', 'manusia', 'sehat']",Positif
1305,iya bpjs kesehatan program gotong royong kekurangannya ditanggung apbn,iya bpjs sehat program gotong royong kurang tanggung apbn,"['iya', 'bpjs', 'sehat', 'program', 'gotong', 'royong', 'kurang', 'tanggung', 'apbn']",Positif
1306,bpjs gotong royong bikin rekening gotong royong bank tanzania sepuluh juta nyambung bpjs makan restaurant dana bpjs struck pembayaran dana terkumpul kesehatan rakyat miskin facilitates kelas rakyat,bpjs gotong royong bikin rekening gotong royong bank tanzania puluh juta nyambung bpjs makan restaurant dana bpjs struck bayar dana kumpul sehat rakyat miskin facilitates kelas rakyat,"['bpjs', 'gotong', 'royong', 'bikin', 'rekening', 'gotong', 'royong', 'bank', 'tanzania', 'puluh', 'juta', 'nyambung', 'bpjs', 'makan', 'restaurant', 'dana', 'bpjs', 'struck', 'bayar', 'dana', 'kumpul', 'sehat', 'rakyat', 'miskin', 'facilitates', 'kelas', 'rakyat']",Positif
1307,psbb selesai nongkrong disiplin menjaga kesehatan gotong royong tertolong,psbb selesai nongkrong disiplin jaga sehat gotong royong tolong,"['psbb', 'selesai', 'nongkrong', 'disiplin', 'jaga', 'sehat', 'gotong', 'royong', 'tolong']",Positif
1308,temen temen kenaikan bpjs keberlanjutan layanan bpjs intinya gotong royong tertolong,temen temen naik bpjs lanjut layan bpjs inti gotong royong tolong,"['temen', 'temen', 'naik', 'bpjs', 'lanjut', 'layan', 'bpjs', 'inti', 'gotong', 'royong', 'tolong']",Positif
1309,kenaikan iuran bpjs keberlanjutan gotong royong tertolong,naik iur bpjs lanjut gotong royong tolong,"['naik', 'iur', 'bpjs', 'lanjut', 'gotong', 'royong', 'tolong']",Positif
1310,masyarakatnya sadar dlm membayar iuran jgn jarang sakit bayar iuran bpjs kesehatan sifatnya gotong royong sehat membatu sakit gitu om mardani ali sera jgn nyalahin pemerintah,masyarakat sadar dlm bayar iur jgn jarang sakit bayar iur bpjs sehat sifat gotong royong sehat batu sakit gitu om mardani ali sera jgn nyalahin perintah,"['masyarakat', 'sadar', 'dlm', 'bayar', 'iur', 'jgn', 'jarang', 'sakit', 'bayar', 'iur', 'bpjs', 'sehat', 'sifat', 'gotong', 'royong', 'sehat', 'batu', 'sakit', 'gitu', 'om', 'mardani', 'ali', 'sera', 'jgn', 'nyalahin', 'perintah']",Positif
1311,new normal bareng babeh jek bedul menerapkan kedisiplinan masker jaga jarak cuci tangan bawa hand sanitizer yaa gotong royong tertolong bpjs kesehatan pelayanan terbaiknya masyarakat,new normal bareng babeh jek bedul terap disiplin masker jaga jarak cuci tangan bawa hand sanitizer yaa gotong royong tolong bpjs sehat layan baik masyarakat,"['new', 'normal', 'bareng', 'babeh', 'jek', 'bedul', 'terap', 'disiplin', 'masker', 'jaga', 'jarak', 'cuci', 'tangan', 'bawa', 'hand', 'sanitizer', 'yaa', 'gotong', 'royong', 'tolong', 'bpjs', 'sehat', 'layan', 'baik', 'masyarakat']",Positif
1312,yuk jaga jarak gotong royong tertolong lupa pakai masker cuci tangan sabun air mengalir,yuk jaga jarak gotong royong tolong lupa pakai masker cuci tangan sabun air alir,"['yuk', 'jaga', 'jarak', 'gotong', 'royong', 'tolong', 'lupa', 'pakai', 'masker', 'cuci', 'tangan', 'sabun', 'air', 'alir']",Positif
1313,menerapkan new normal menjaga jarak aman cuci tangan terlindungi lupa pakai masker gotong royong tertolong semoga normal ,terap new normal jaga jarak aman cuci tangan lindung lupa pakai masker gotong royong tolong moga normal,"['terap', 'new', 'normal', 'jaga', 'jarak', 'aman', 'cuci', 'tangan', 'lindung', 'lupa', 'pakai', 'masker', 'gotong', 'royong', 'tolong', 'moga', 'normal']",Positif
1314,salah prinsip bpjs kesehatan adlh gotong royong allhamdulillah bpjs kesehatan kis adik sy selmt setlh operasi tumor otak kali operasi kepala terima kasih tuk negara pembayar bpjs indonesia smoga sellu sehat damai indonesia ku,salah prinsip bpjs sehat adlh gotong royong allhamdulillah bpjs sehat kis adik sy selmt setlh operasi tumor otak kali operasi kepala terima kasih tuk negara bayar bpjs indonesia smoga sellu sehat damai indonesia ku,"['salah', 'prinsip', 'bpjs', 'sehat', 'adlh', 'gotong', 'royong', 'allhamdulillah', 'bpjs', 'sehat', 'kis', 'adik', 'sy', 'selmt', 'setlh', 'operasi', 'tumor', 'otak', 'kali', 'operasi', 'kepala', 'terima', 'kasih', 'tuk', 'negara', 'bayar', 'bpjs', 'indonesia', 'smoga', 'sellu', 'sehat', 'damai', 'indonesia', 'ku']",Positif
1315,new normal menaati protokolnya pakai masker jaga jarak aman habis darimana cuci tangan tangan bersih gotong royong tertolong,new normal taat protokol pakai masker jaga jarak aman habis darimana cuci tangan tangan bersih gotong royong tolong,"['new', 'normal', 'taat', 'protokol', 'pakai', 'masker', 'jaga', 'jarak', 'aman', 'habis', 'darimana', 'cuci', 'tangan', 'tangan', 'bersih', 'gotong', 'royong', 'tolong']",Positif
1316,gerombolan sumbu pendek mental gratisan dungu paham ttg kesehatan negara gotong royong kunci klo bayar bs dibantu pemerintah gerombolan sumbu pndek nyampe kearah taunya bpjs teriak,gerombol sumbu pendek mental gratis dungu paham ttg sehat negara gotong royong kunci klo bayar bs bantu perintah gerombol sumbu pndek nyampe arah tau bpjs teriak,"['gerombol', 'sumbu', 'pendek', 'mental', 'gratis', 'dungu', 'paham', 'ttg', 'sehat', 'negara', 'gotong', 'royong', 'kunci', 'klo', 'bayar', 'bs', 'bantu', 'perintah', 'gerombol', 'sumbu', 'pndek', 'nyampe', 'arah', 'tau', 'bpjs', 'teriak']",Positif
1317,prinsip bpjs kesehatan gotong royong menolong negara bantu membayar iuran jkn jutaan plus perpres mensubsidi ,prinsip bpjs sehat gotong royong tolong negara bantu bayar iur jkn juta plus pres subsidi,"['prinsip', 'bpjs', 'sehat', 'gotong', 'royong', 'tolong', 'negara', 'bantu', 'bayar', 'iur', 'jkn', 'juta', 'plus', 'pres', 'subsidi']",Positif
1318,bpjs seprti udunan atw gotong royong bangun ego mkr kls tpi mrk mmpu biaya kamar rumah sakit vip kls ttp miris keadaanya menghindari praktek busuk dlm kesehatan,bpjs seprti udunan atw gotong royong bangun ego mkr kls tpi mrk mmpu biaya kamar rumah sakit vip kls ttp miris keadaanya hindar praktek busuk dlm sehat,"['bpjs', 'seprti', 'udunan', 'atw', 'gotong', 'royong', 'bangun', 'ego', 'mkr', 'kls', 'tpi', 'mrk', 'mmpu', 'biaya', 'kamar', 'rumah', 'sakit', 'vip', 'kls', 'ttp', 'miris', 'keadaanya', 'hindar', 'praktek', 'busuk', 'dlm', 'sehat']",Positif
